dataset_name,alg_name,fold_num,train_time,infer_time,best_params,accuracy,precision,fpr,tpr,pr_auc,roc_auc
acute-inflammation.csv,RBoost,1,10.336751222610474,0.25850534439086914,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 100, 'estimator__model__kappa': 0.018518518518518517, 'estimator__model__T': 10}",0.4571428571428572,0.46296296296296297,0.2857142857142857,0.2,0.4,0.4571428571428571
acute-inflammation.csv,RBoost,2,10.473191976547241,0.2601941426595052,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 100, 'estimator__model__kappa': 0.018518518518518517, 'estimator__model__T': 10}",1.0,1.0,0.0,1.0,1.0,1.0
acute-inflammation.csv,RBoost,3,10.516819715499878,0.2680818239847819,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 100, 'estimator__model__kappa': 0.018518518518518517, 'estimator__model__T': 10}",0.9166666666666667,0.9285714285714285,0.0,0.8333333333333334,0.9166666666666667,0.9166666666666667
acute-inflammation.csv,RBoost,4,10.481126308441162,0.25101502736409503,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 100, 'estimator__model__kappa': 0.018518518518518517, 'estimator__model__T': 10}",0.75,0.8333333333333334,0.0,0.5,0.75,0.75
acute-inflammation.csv,RBoost,5,10.476456642150879,0.24829308191935223,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 1, 'estimator__model__kappa': 0.018518518518518517, 'estimator__model__T': 10}",0.75,0.8333333333333334,0.0,0.5,0.75,0.75
acute-inflammation.csv,RBoost,6,10.473719596862793,0.25596221288045246,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 1, 'estimator__model__kappa': 0.018518518518518517, 'estimator__model__T': 10}",0.6666666666666667,0.6875,0.5,0.8333333333333334,0.6041666666666667,0.6666666666666667
acute-inflammation.csv,RBoost,7,10.393776893615723,0.2538164456685384,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 100, 'estimator__model__kappa': 0.018518518518518517, 'estimator__model__T': 10}",0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6111111111111112,0.6666666666666667
acute-inflammation.csv,RBoost,8,10.389448165893555,0.24398167928059897,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 100, 'estimator__model__kappa': 0.018518518518518517, 'estimator__model__T': 10}",0.8333333333333333,0.875,0.3333333333333333,1.0,0.75,0.8333333333333334
acute-inflammation.csv,RBoost,9,10.528745412826538,0.2741813659667969,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 100, 'estimator__model__kappa': 0.018518518518518517, 'estimator__model__T': 10}",0.8333333333333333,0.875,0.3333333333333333,1.0,0.75,0.8333333333333334
acute-inflammation.csv,RBoost,10,10.662574291229248,0.2513726552327474,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 100, 'estimator__model__kappa': 0.018518518518518517, 'estimator__model__T': 10}",0.9166666666666667,0.9285714285714285,0.16666666666666666,1.0,0.8571428571428571,0.9166666666666667
