dataset_name,alg_name,fold_num,train_time,infer_time,best_params,accuracy,precision,fpr,tpr,pr_auc,roc_auc
blood.csv,RBoost,1,12.271450281143188,0.03314971923828125,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 50, 'estimator__model__kappa': 0.0029708853238265003, 'estimator__model__T': 3}",0.5555555555555556,0.8334246575342465,0.0,0.1111111111111111,0.3244444444444444,0.5555555555555556
blood.csv,RBoost,2,12.473281145095825,0.03328641255696615,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 50, 'estimator__model__kappa': 0.0029708853238265003, 'estimator__model__T': 3}",0.5,0.5776,0.0,0.0,0.24,0.5
blood.csv,RBoost,3,12.199968338012695,0.034281412760416664,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 20, 'estimator__model__kappa': 0.0029708853238265003, 'estimator__model__T': 3}",0.5,0.5776,0.0,0.0,0.24,0.5
blood.csv,RBoost,4,12.603429555892944,0.08098602294921875,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 100, 'estimator__model__kappa': 0.0029708853238265003, 'estimator__model__T': 10}",0.49122807017543857,0.5751351351351351,0.017543859649122806,0.0,0.24,0.49122807017543857
blood.csv,RBoost,5,12.382858514785767,0.03367424011230469,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 20, 'estimator__model__kappa': 0.0029708853238265003, 'estimator__model__T': 3}",0.5,0.5776,0.0,0.0,0.24,0.5
blood.csv,RBoost,6,12.202715635299683,0.0898297627766927,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 100, 'estimator__model__kappa': 0.0029708853238265003, 'estimator__model__T': 10}",0.5,0.5776,0.0,0.0,0.24,0.5
blood.csv,RBoost,7,12.342828273773193,0.032329559326171875,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 50, 'estimator__model__kappa': 0.0029708853238265003, 'estimator__model__T': 3}",0.5,0.5776,0.0,0.0,0.24,0.5
blood.csv,RBoost,8,12.557432413101196,0.08086522420247397,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 100, 'estimator__model__kappa': 0.0029708853238265003, 'estimator__model__T': 10}",0.5,0.5776,0.0,0.0,0.24,0.5
blood.csv,RBoost,9,12.603646039962769,0.08756727785677523,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 1, 'estimator__model__kappa': 0.0029708853238265003, 'estimator__model__T': 10}",0.5,0.5933162892622352,0.0,0.0,0.22972972972972974,0.5
blood.csv,RBoost,10,12.390522956848145,0.032846992080276076,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 20, 'estimator__model__kappa': 0.0029708853238265003, 'estimator__model__T': 3}",0.5,0.5933162892622352,0.0,0.0,0.22972972972972974,0.5
blood.csv,LGBoost,1,1.7214970588684082,0.01583417256673177,"{'estimator__model__learning_rate': 0.05630456468833846, 'estimator__model__max_depth': 15, 'estimator__model__n_estimators': 216, 'estimator__model__num_leaves': 20, 'estimator__model__objective': 'binary', 'estimator__model__reg_lambda': 30.724815832695242}",0.5511695906432749,0.7467692307692307,0.8421052631578946,0.9444444444444444,0.5292727274992287,0.5511695906432749
blood.csv,LGBoost,2,1.7540771961212158,0.015888214111328125,"{'estimator__model__learning_rate': 0.05630456468833846, 'estimator__model__max_depth': 15, 'estimator__model__n_estimators': 216, 'estimator__model__num_leaves': 20, 'estimator__model__objective': 'binary', 'estimator__model__reg_lambda': 30.724815832695242}",0.5584795321637427,0.6923076923076924,0.10526315789473682,0.2222222222222222,0.44270594975157535,0.5584795321637427
blood.csv,LGBoost,3,1.7669777870178223,0.016012191772460938,"{'estimator__model__learning_rate': 0.05630456468833846, 'estimator__model__max_depth': 15, 'estimator__model__n_estimators': 216, 'estimator__model__num_leaves': 20, 'estimator__model__objective': 'binary', 'estimator__model__reg_lambda': 30.724815832695242}",0.6388888888888888,0.8588571428571428,0.0,0.2777777777777778,0.7283533548706551,0.6388888888888888
blood.csv,LGBoost,4,1.7477271556854248,0.01643498738606771,"{'estimator__model__learning_rate': 0.05630456468833846, 'estimator__model__max_depth': 15, 'estimator__model__n_estimators': 216, 'estimator__model__num_leaves': 20, 'estimator__model__objective': 'binary', 'estimator__model__reg_lambda': 30.724815832695242}",0.5555555555555556,0.8334246575342465,0.0,0.1111111111111111,0.6436315392614655,0.5555555555555556
blood.csv,LGBoost,5,1.7737200260162354,0.016304651896158855,"{'estimator__model__learning_rate': 0.05630456468833846, 'estimator__model__max_depth': 15, 'estimator__model__n_estimators': 216, 'estimator__model__num_leaves': 20, 'estimator__model__objective': 'binary', 'estimator__model__reg_lambda': 30.724815832695242}",0.5,0.5776,0.0,0.0,0.5640419139656364,0.5
blood.csv,LGBoost,6,1.7658782005310059,0.014629364013671875,"{'estimator__model__learning_rate': 0.016381150996555183, 'estimator__model__max_depth': 14, 'estimator__model__n_estimators': 168, 'estimator__model__num_leaves': 13, 'estimator__model__objective': 'binary', 'estimator__model__reg_lambda': 5.149250290637646}",0.5,0.5776,0.0,0.0,0.4397978864431715,0.5
blood.csv,LGBoost,7,1.7667748928070068,0.0171661376953125,"{'estimator__model__learning_rate': 0.08771790309879973, 'estimator__model__max_depth': 7, 'estimator__model__n_estimators': 248, 'estimator__model__num_leaves': 38, 'estimator__model__objective': 'binary', 'estimator__model__reg_lambda': 39.73080413472752}",0.5423976608187134,0.667542372881356,0.19298245614035087,0.2777777777777778,0.3277037794273464,0.5423976608187134
blood.csv,LGBoost,8,1.8166372776031494,0.014537175496419271,"{'estimator__model__learning_rate': 0.016381150996555183, 'estimator__model__max_depth': 14, 'estimator__model__n_estimators': 168, 'estimator__model__num_leaves': 13, 'estimator__model__objective': 'binary', 'estimator__model__reg_lambda': 5.149250290637646}",0.7076023391812866,0.7866666666666666,0.14035087719298245,0.5555555555555556,0.6324223675033565,0.7076023391812866
blood.csv,LGBoost,9,1.7930593490600586,0.0169309409889015,"{'estimator__model__learning_rate': 0.05630456468833846, 'estimator__model__max_depth': 15, 'estimator__model__n_estimators': 216, 'estimator__model__num_leaves': 20, 'estimator__model__objective': 'binary', 'estimator__model__reg_lambda': 30.724815832695242}",0.5294117647058824,0.8311736393928175,0.0,0.058823529411764705,0.7173685112929897,0.5294117647058824
blood.csv,LGBoost,10,1.7642369270324707,0.016663525555584882,"{'estimator__model__learning_rate': 0.05630456468833846, 'estimator__model__max_depth': 15, 'estimator__model__n_estimators': 216, 'estimator__model__num_leaves': 20, 'estimator__model__objective': 'binary', 'estimator__model__reg_lambda': 30.724815832695242}",0.5,0.5933162892622352,0.0,0.0,0.6217883414005189,0.5
